dam_name,date,height_m,storage_ml,current_%,last year_%,year,month,monthname,dayofmonth,daymonthyear
Theewaterskloof,2015-08-15,24.53,345222.0,71.9,102.9,2015,8,Aug,15,15-Aug-2015
Theewaterskloof,2015-08-16,24.57,346906.0,72.2,102.2,2015,8,Aug,16,16-Aug-2015
Theewaterskloof,2015-08-17,24.59,347749.0,72.4,102.2,2015,8,Aug,17,17-Aug-2015
Theewaterskloof,2015-08-18,24.6,348171.0,72.5,102.2,2015,8,Aug,18,18-Aug-2015
Theewaterskloof,2015-08-19,24.62,349017.0,72.7,102.2,2015,8,Aug,19,19-Aug-2015
Theewaterskloof,2015-08-20,24.64,349863.0,72.9,102.2,2015,8,Aug,20,20-Aug-2015
Theewaterskloof,2015-08-21,24.65,350287.0,72.9,102.0,2015,8,Aug,21,21-Aug-2015
Theewaterskloof,2015-08-22,24.65,350287.0,72.9,103.3,2015,8,Aug,22,22-Aug-2015
Theewaterskloof,2015-08-23,24.65,350287.0,72.9,103.3,2015,8,Aug,23,23-Aug-2015
Theewaterskloof,2015-08-24,24.64,349863.0,72.9,103.3,2015,8,Aug,24,24-Aug-2015
Theewaterskloof,2015-08-25,24.64,349863.0,72.9,102.8,2015,8,Aug,25,25-Aug-2015
Theewaterskloof,2015-08-26,24.67,351135.0,73.1,102.8,2015,8,Aug,26,26-Aug-2015
Theewaterskloof,2015-08-27,24.67,351135.0,73.1,103.3,2015,8,Aug,27,27-Aug-2015
Theewaterskloof,2015-08-28,24.67,351135.0,73.1,105.6,2015,8,Aug,28,28-Aug-2015
Theewaterskloof,2015-08-29,24.68,351560.0,73.2,106.2,2015,8,Aug,29,29-Aug-2015
Theewaterskloof,2015-08-30,24.68,351560.0,73.2,106.2,2015,8,Aug,30,30-Aug-2015
Theewaterskloof,2015-08-31,24.72,353261.0,73.6,106.2,2015,8,Aug,31,31-Aug-2015
Theewaterskloof,2015-09-01,24.84,358392.0,74.6,105.7,2015,9,Sep,1,1-Sep-2015
Theewaterskloof,2015-09-02,24.9,360974.0,75.2,105.6,2015,9,Sep,2,2-Sep-2015
Theewaterskloof,2015-09-03,24.93,362269.0,75.4,104.6,2015,9,Sep,3,3-Sep-2015
Theewaterskloof,2015-09-04,24.93,362269.0,75.4,104.3,2015,9,Sep,4,4-Sep-2015
Theewaterskloof,2015-09-05,24.93,362269.0,75.4,103.2,2015,9,Sep,5,5-Sep-2015
Theewaterskloof,2015-09-06,24.93,362269.0,75.4,103.0,2015,9,Sep,6,6-Sep-2015
Theewaterskloof,2015-09-07,24.9,360974.0,75.2,102.8,2015,9,Sep,7,7-Sep-2015
Theewaterskloof,2015-09-08,24.95,363134.0,75.6,102.7,2015,9,Sep,8,8-Sep-2015
Theewaterskloof,2015-09-09,24.96,363566.0,75.7,102.5,2015,9,Sep,9,9-Sep-2015
Theewaterskloof,2015-09-10,24.96,363566.0,75.7,102.1,2015,9,Sep,10,10-Sep-2015
Theewaterskloof,2015-09-11,24.97,363999.0,75.8,102.0,2015,9,Sep,11,11-Sep-2015
Theewaterskloof,2015-09-12,25.0,365300.0,76.1,101.9,2015,9,Sep,12,12-Sep-2015
Theewaterskloof,2015-09-13,25.0,365300.0,76.1,101.5,2015,9,Sep,13,13-Sep-2015
Theewaterskloof,2015-09-14,24.98,364433.0,75.9,101.3,2015,9,Sep,14,14-Sep-2015
Theewaterskloof,2015-09-15,25.0,365300.0,76.1,101.3,2015,9,Sep,15,15-Sep-2015
Theewaterskloof,2015-09-16,25.0,365300.0,76.1,100.4,2015,9,Sep,16,16-Sep-2015
Theewaterskloof,2015-09-17,25.0,365300.0,76.1,100.4,2015,9,Sep,17,17-Sep-2015
Theewaterskloof,2015-09-18,25.01,365735.0,76.2,100.4,2015,9,Sep,18,18-Sep-2015
Theewaterskloof,2015-09-19,25.0,365300.0,76.1,101.8,2015,9,Sep,19,19-Sep-2015
Theewaterskloof,2015-09-20,25.0,365300.0,76.1,104.5,2015,9,Sep,20,20-Sep-2015
Theewaterskloof,2015-09-21,25.0,365300.0,76.1,102.0,2015,9,Sep,21,21-Sep-2015
Theewaterskloof,2015-09-22,25.0,365300.0,76.1,102.1,2015,9,Sep,22,22-Sep-2015
Theewaterskloof,2015-09-23,25.0,365300.0,76.1,101.9,2015,9,Sep,23,23-Sep-2015
Theewaterskloof,2015-09-24,25.0,365300.0,76.1,101.5,2015,9,Sep,24,24-Sep-2015
Theewaterskloof,2015-09-25,24.99,364866.0,76.0,101.5,2015,9,Sep,25,25-Sep-2015
Theewaterskloof,2015-09-26,24.99,364866.0,76.0,101.2,2015,9,Sep,26,26-Sep-2015
Theewaterskloof,2015-09-27,24.99,364866.0,76.0,101.7,2015,9,Sep,27,27-Sep-2015
Theewaterskloof,2015-09-28,25.0,365300.0,76.1,101.7,2015,9,Sep,28,28-Sep-2015
Theewaterskloof,2015-09-29,25.0,365300.0,76.1,101.7,2015,9,Sep,29,29-Sep-2015
Theewaterskloof,2015-09-30,25.05,367474.0,76.5,101.2,2015,9,Sep,30,30-Sep-2015
Theewaterskloof,2015-10-01,25.08,368782.0,76.8,101.3,2015,10,Oct,1,1-Oct-2015
Theewaterskloof,2015-10-02,25.08,368782.0,76.8,101.2,2015,10,Oct,2,2-Oct-2015
Theewaterskloof,2015-10-03,25.08,368782.0,76.8,101.1,2015,10,Oct,3,3-Oct-2015
Theewaterskloof,2015-10-04,25.05,367474.0,76.5,101.1,2015,10,Oct,4,4-Oct-2015
Theewaterskloof,2015-10-05,25.05,367474.0,76.5,101.0,2015,10,Oct,5,5-Oct-2015
Theewaterskloof,2015-10-06,25.1,369656.0,77.0,101.0,2015,10,Oct,6,6-Oct-2015
Theewaterskloof,2015-10-07,25.1,369656.0,77.0,101.0,2015,10,Oct,7,7-Oct-2015
Theewaterskloof,2015-10-08,25.09,369219.0,76.9,100.8,2015,10,Oct,8,8-Oct-2015
Theewaterskloof,2015-10-09,25.08,368782.0,76.8,100.8,2015,10,Oct,9,9-Oct-2015
Theewaterskloof,2015-10-10,25.08,368782.0,76.8,100.6,2015,10,Oct,10,10-Oct-2015
Theewaterskloof,2015-10-11,25.06,367910.0,76.6,100.4,2015,10,Oct,11,11-Oct-2015
Theewaterskloof,2015-10-12,25.05,367474.0,76.5,100.4,2015,10,Oct,12,12-Oct-2015
Theewaterskloof,2015-10-13,25.05,367474.0,76.5,100.1,2015,10,Oct,13,13-Oct-2015
Theewaterskloof,2015-10-14,25.05,367474.0,76.5,100.1,2015,10,Oct,14,14-Oct-2015
Theewaterskloof,2015-10-15,25.08,368782.0,76.8,100.1,2015,10,Oct,15,15-Oct-2015
Theewaterskloof,2015-10-16,25.04,367039.0,76.4,100.0,2015,10,Oct,16,16-Oct-2015
Theewaterskloof,2015-10-17,25.03,366604.0,76.3,100.0,2015,10,Oct,17,17-Oct-2015
Theewaterskloof,2015-10-18,25.02,366169.0,76.3,99.9,2015,10,Oct,18,18-Oct-2015
Theewaterskloof,2015-10-19,25.0,365300.0,76.1,99.8,2015,10,Oct,19,19-Oct-2015
Theewaterskloof,2015-10-20,24.98,364433.0,75.9,99.7,2015,10,Oct,20,20-Oct-2015
Theewaterskloof,2015-10-21,24.96,363566.0,75.7,99.7,2015,10,Oct,21,21-Oct-2015
Theewaterskloof,2015-10-22,24.94,362701.0,75.5,99.6,2015,10,Oct,22,22-Oct-2015
Theewaterskloof,2015-10-23,24.94,362701.0,75.5,99.6,2015,10,Oct,23,23-Oct-2015
Theewaterskloof,2015-10-24,24.93,362269.0,75.4,99.4,2015,10,Oct,24,24-Oct-2015
Theewaterskloof,2015-10-25,24.93,362269.0,75.4,99.2,2015,10,Oct,25,25-Oct-2015
Theewaterskloof,2015-10-26,24.9,360974.0,75.2,98.9,2015,10,Oct,26,26-Oct-2015
Theewaterskloof,2015-10-27,24.87,359682.0,74.9,98.5,2015,10,Oct,27,27-Oct-2015
Theewaterskloof,2015-10-28,24.85,358822.0,74.7,98.5,2015,10,Oct,28,28-Oct-2015
Theewaterskloof,2015-10-29,24.85,358822.0,74.7,98.4,2015,10,Oct,29,29-Oct-2015
Theewaterskloof,2015-10-30,24.83,357963.0,74.5,98.4,2015,10,Oct,30,30-Oct-2015
Theewaterskloof,2015-10-31,24.81,357105.0,74.4,98.0,2015,10,Oct,31,31-Oct-2015
Theewaterskloof,2015-11-01,24.81,357105.0,74.4,97.8,2015,11,Nov,1,1-Nov-2015
Theewaterskloof,2015-11-02,24.8,356677.0,74.3,97.5,2015,11,Nov,2,2-Nov-2015
Theewaterskloof,2015-11-03,24.78,355821.0,74.1,97.5,2015,11,Nov,3,3-Nov-2015
Theewaterskloof,2015-11-04,24.74,354113.0,73.7,97.5,2015,11,Nov,4,4-Nov-2015
Theewaterskloof,2015-11-05,24.72,353261.0,73.6,96.6,2015,11,Nov,5,5-Nov-2015
Theewaterskloof,2015-11-06,24.71,352835.0,73.5,96.8,2015,11,Nov,6,6-Nov-2015
Theewaterskloof,2015-11-07,24.66,350711.0,73.0,96.6,2015,11,Nov,7,7-Nov-2015
Theewaterskloof,2015-11-08,24.65,350287.0,72.9,96.4,2015,11,Nov,8,8-Nov-2015
Theewaterskloof,2015-11-09,24.64,349863.0,72.9,96.2,2015,11,Nov,9,9-Nov-2015
Theewaterskloof,2015-11-10,24.62,349017.0,72.7,95.9,2015,11,Nov,10,10-Nov-2015
Theewaterskloof,2015-11-11,24.59,347749.0,72.4,95.8,2015,11,Nov,11,11-Nov-2015
Theewaterskloof,2015-11-12,24.54,345643.0,72.0,95.8,2015,11,Nov,12,12-Nov-2015
Theewaterskloof,2015-11-13,24.5,343963.0,71.6,95.8,2015,11,Nov,13,13-Nov-2015
Theewaterskloof,2015-11-14,24.49,343543.0,71.5,95.6,2015,11,Nov,14,14-Nov-2015
Theewaterskloof,2015-11-15,24.46,342287.0,71.3,95.9,2015,11,Nov,15,15-Nov-2015
Theewaterskloof,2015-11-16,24.45,341869.0,71.2,96.0,2015,11,Nov,16,16-Nov-2015
Theewaterskloof,2015-11-17,24.43,341034.0,71.0,95.9,2015,11,Nov,17,17-Nov-2015
Theewaterskloof,2015-11-18,24.39,339367.0,70.7,95.9,2015,11,Nov,18,18-Nov-2015
Theewaterskloof,2015-11-19,24.35,337705.0,70.3,95.8,2015,11,Nov,19,19-Nov-2015
Theewaterskloof,2015-11-20,24.23,332746.0,69.3,95.8,2015,11,Nov,20,20-Nov-2015
Theewaterskloof,2015-11-21,24.29,335220.0,69.8,95.7,2015,11,Nov,21,21-Nov-2015
Theewaterskloof,2015-11-22,24.27,334394.0,69.6,95.6,2015,11,Nov,22,22-Nov-2015
Theewaterskloof,2015-11-23,24.26,333981.0,69.6,95.0,2015,11,Nov,23,23-Nov-2015
Theewaterskloof,2015-11-24,24.24,333157.0,69.4,94.8,2015,11,Nov,24,24-Nov-2015
Theewaterskloof,2015-11-25,24.22,332334.0,69.2,94.6,2015,11,Nov,25,25-Nov-2015
Theewaterskloof,2015-11-26,24.2,331512.0,69.0,94.6,2015,11,Nov,26,26-Nov-2015
Theewaterskloof,2015-11-27,24.18,330692.0,68.9,94.6,2015,11,Nov,27,27-Nov-2015
Theewaterskloof,2015-11-28,24.14,329054.0,68.5,94.6,2015,11,Nov,28,28-Nov-2015
Theewaterskloof,2015-11-29,24.12,328237.0,68.4,93.8,2015,11,Nov,29,29-Nov-2015
Theewaterskloof,2015-11-30,24.1,327421.0,68.2,93.6,2015,11,Nov,30,30-Nov-2015
Theewaterskloof,2015-12-01,24.06,325792.0,67.8,93.4,2015,12,Dec,1,1-Dec-2015
Theewaterskloof,2015-12-02,24.04,324980.0,67.7,93.1,2015,12,Dec,2,2-Dec-2015
Theewaterskloof,2015-12-03,24.02,324169.0,67.5,92.9,2015,12,Dec,3,3-Dec-2015
Theewaterskloof,2015-12-04,23.97,322146.0,67.1,92.5,2015,12,Dec,4,4-Dec-2015
Theewaterskloof,2015-12-05,23.94,320935.0,66.8,92.3,2015,12,Dec,5,5-Dec-2015
Theewaterskloof,2015-12-06,23.92,320128.0,66.7,92.1,2015,12,Dec,6,6-Dec-2015
Theewaterskloof,2015-12-07,23.9,319323.0,66.5,91.9,2015,12,Dec,7,7-Dec-2015
Theewaterskloof,2015-12-08,23.87,318116.0,66.2,91.7,2015,12,Dec,8,8-Dec-2015
Theewaterskloof,2015-12-09,23.84,316913.0,66.0,91.5,2015,12,Dec,9,9-Dec-2015
Theewaterskloof,2015-12-10,23.82,316112.0,65.8,91.1,2015,12,Dec,10,10-Dec-2015
Theewaterskloof,2015-12-11,23.8,315312.0,65.7,91.1,2015,12,Dec,11,11-Dec-2015
Theewaterskloof,2015-12-12,23.76,313716.0,65.3,91.1,2015,12,Dec,12,12-Dec-2015
Theewaterskloof,2015-12-13,23.72,312125.0,65.0,90.5,2015,12,Dec,13,13-Dec-2015
Theewaterskloof,2015-12-14,23.67,310143.0,64.6,90.0,2015,12,Dec,14,14-Dec-2015
Theewaterskloof,2015-12-15,23.64,308957.0,64.3,89.8,2015,12,Dec,15,15-Dec-2015
Theewaterskloof,2015-12-16,23.6,307380.0,64.0,89.6,2015,12,Dec,16,16-Dec-2015
Theewaterskloof,2015-12-17,23.56,305808.0,63.7,89.3,2015,12,Dec,17,17-Dec-2015
Theewaterskloof,2015-12-18,23.54,305024.0,63.5,88.8,2015,12,Dec,18,18-Dec-2015
Theewaterskloof,2015-12-19,23.5,303460.0,63.2,88.7,2015,12,Dec,19,19-Dec-2015
Theewaterskloof,2015-12-20,23.47,302290.0,63.0,88.7,2015,12,Dec,20,20-Dec-2015
Theewaterskloof,2015-12-21,23.44,301122.0,62.7,88.4,2015,12,Dec,21,21-Dec-2015
Theewaterskloof,2015-12-22,23.4,299570.0,62.4,87.9,2015,12,Dec,22,22-Dec-2015
Theewaterskloof,2015-12-23,23.36,298023.0,62.1,87.7,2015,12,Dec,23,23-Dec-2015
Theewaterskloof,2015-12-24,23.33,296866.0,61.8,87.4,2015,12,Dec,24,24-Dec-2015
Theewaterskloof,2015-12-25,23.3,295711.0,61.6,87.0,2015,12,Dec,25,25-Dec-2015
Theewaterskloof,2015-12-26,23.26,294177.0,61.3,86.7,2015,12,Dec,26,26-Dec-2015
Theewaterskloof,2015-12-27,23.22,292647.0,60.9,86.4,2015,12,Dec,27,27-Dec-2015
Theewaterskloof,2015-12-28,23.19,291503.0,60.7,86.1,2015,12,Dec,28,28-Dec-2015
Theewaterskloof,2015-12-29,23.15,289982.0,60.4,85.9,2015,12,Dec,29,29-Dec-2015
Theewaterskloof,2015-12-30,23.11,288467.0,60.1,85.7,2015,12,Dec,30,30-Dec-2015
Theewaterskloof,2015-12-31,23.07,286956.0,59.8,85.4,2015,12,Dec,31,31-Dec-2015
Theewaterskloof,2016-01-01,23.03,285453.0,59.4,85.1,2016,1,Jan,1,1-Jan-2016
Theewaterskloof,2016-01-02,22.99,283951.0,59.1,84.8,2016,1,Jan,2,2-Jan-2016
Theewaterskloof,2016-01-03,22.95,282456.0,58.8,84.7,2016,1,Jan,3,3-Jan-2016
Theewaterskloof,2016-01-04,22.92,281338.0,58.6,84.4,2016,1,Jan,4,4-Jan-2016
Theewaterskloof,2016-01-05,22.89,280223.0,58.4,84.4,2016,1,Jan,5,5-Jan-2016
Theewaterskloof,2016-01-06,22.85,278741.0,58.0,83.9,2016,1,Jan,6,6-Jan-2016
Theewaterskloof,2016-01-07,22.81,277265.0,57.7,83.6,2016,1,Jan,7,7-Jan-2016
Theewaterskloof,2016-01-08,22.77,275793.0,57.4,83.3,2016,1,Jan,8,8-Jan-2016
Theewaterskloof,2016-01-09,22.74,274693.0,57.2,82.9,2016,1,Jan,9,9-Jan-2016
Theewaterskloof,2016-01-10,22.7,273231.0,56.9,82.6,2016,1,Jan,10,10-Jan-2016
Theewaterskloof,2016-01-11,22.64,271048.0,56.4,82.2,2016,1,Jan,11,11-Jan-2016
Theewaterskloof,2016-01-12,22.59,269239.0,56.1,82.1,2016,1,Jan,12,12-Jan-2016
Theewaterskloof,2016-01-13,22.55,267797.0,55.8,81.9,2016,1,Jan,13,13-Jan-2016
Theewaterskloof,2016-01-14,22.5,266003.0,55.4,81.4,2016,1,Jan,14,14-Jan-2016
Theewaterskloof,2016-01-15,22.46,264574.0,55.1,81.0,2016,1,Jan,15,15-Jan-2016
Theewaterskloof,2016-01-16,22.42,263150.0,54.8,80.9,2016,1,Jan,16,16-Jan-2016
Theewaterskloof,2016-01-17,22.38,261732.0,54.5,80.6,2016,1,Jan,17,17-Jan-2016
Theewaterskloof,2016-01-18,22.34,260320.0,54.2,80.3,2016,1,Jan,18,18-Jan-2016
Theewaterskloof,2016-01-19,22.3,258913.0,53.9,80.0,2016,1,Jan,19,19-Jan-2016
Theewaterskloof,2016-01-20,22.26,257512.0,53.6,79.7,2016,1,Jan,20,20-Jan-2016
Theewaterskloof,2016-01-21,22.22,256116.0,53.3,79.6,2016,1,Jan,21,21-Jan-2016
Theewaterskloof,2016-01-22,22.18,254727.0,53.0,79.3,2016,1,Jan,22,22-Jan-2016
Theewaterskloof,2016-01-23,22.12,252653.0,52.6,78.9,2016,1,Jan,23,23-Jan-2016
Theewaterskloof,2016-01-24,22.08,251278.0,52.3,78.7,2016,1,Jan,24,24-Jan-2016
Theewaterskloof,2016-01-25,22.04,249908.0,52.0,78.5,2016,1,Jan,25,25-Jan-2016
Theewaterskloof,2016-01-26,22.0,248545.0,51.8,78.4,2016,1,Jan,26,26-Jan-2016
Theewaterskloof,2016-01-27,21.96,247187.0,51.5,77.9,2016,1,Jan,27,27-Jan-2016
Theewaterskloof,2016-01-28,21.92,245838.0,51.2,77.4,2016,1,Jan,28,28-Jan-2016
Theewaterskloof,2016-01-29,21.88,244498.0,50.9,77.2,2016,1,Jan,29,29-Jan-2016
Theewaterskloof,2016-01-30,21.84,243364.0,50.7,76.9,2016,1,Jan,30,30-Jan-2016
Theewaterskloof,2016-01-31,21.79,241504.0,50.3,76.5,2016,1,Jan,31,31-Jan-2016
Theewaterskloof,2016-02-01,21.75,240383.0,50.1,76.3,2016,2,Feb,1,1-Feb-2016
Theewaterskloof,2016-02-02,21.7,238540.0,49.7,75.7,2016,2,Feb,2,2-Feb-2016
Theewaterskloof,2016-02-03,21.66,237232.0,49.4,75.5,2016,2,Feb,3,3-Feb-2016
Theewaterskloof,2016-02-04,21.62,235929.0,49.1,75.4,2016,2,Feb,4,4-Feb-2016
Theewaterskloof,2016-02-05,21.57,234309.0,48.8,75.2,2016,2,Feb,5,5-Feb-2016
Theewaterskloof,2016-02-06,21.55,233664.0,48.7,74.9,2016,2,Feb,6,6-Feb-2016
Theewaterskloof,2016-02-07,21.47,231095.0,48.1,74.7,2016,2,Feb,7,7-Feb-2016
Theewaterskloof,2016-02-08,21.41,229183.0,47.7,74.5,2016,2,Feb,8,8-Feb-2016
Theewaterskloof,2016-02-09,21.35,227284.0,47.3,74.4,2016,2,Feb,9,9-Feb-2016
Theewaterskloof,2016-02-10,21.3,225710.0,47.0,74.3,2016,2,Feb,10,10-Feb-2016
Theewaterskloof,2016-02-11,21.25,224145.0,46.7,74.2,2016,2,Feb,11,11-Feb-2016
Theewaterskloof,2016-02-12,21.19,222278.0,46.3,73.8,2016,2,Feb,12,12-Feb-2016
Theewaterskloof,2016-02-13,21.14,220731.0,46.0,73.7,2016,2,Feb,13,13-Feb-2016
Theewaterskloof,2016-02-14,21.14,220731.0,46.0,73.5,2016,2,Feb,14,14-Feb-2016
Theewaterskloof,2016-02-15,21.05,217967.0,45.4,73.4,2016,2,Feb,15,15-Feb-2016
Theewaterskloof,2016-02-16,21.03,217357.0,45.3,73.2,2016,2,Feb,16,16-Feb-2016
Theewaterskloof,2016-02-17,20.96,215230.0,44.8,73.0,2016,2,Feb,17,17-Feb-2016
Theewaterskloof,2016-02-18,20.93,214323.0,44.6,72.9,2016,2,Feb,18,18-Feb-2016
Theewaterskloof,2016-02-19,20.9,213419.0,44.4,72.5,2016,2,Feb,19,19-Feb-2016
Theewaterskloof,2016-02-20,20.85,211917.0,44.1,70.9,2016,2,Feb,20,20-Feb-2016
Theewaterskloof,2016-02-21,20.79,210126.0,43.8,69.9,2016,2,Feb,21,21-Feb-2016
Theewaterskloof,2016-02-22,20.75,208939.0,43.5,69.8,2016,2,Feb,22,22-Feb-2016
Theewaterskloof,2016-02-23,20.63,205406.0,42.8,70.1,2016,2,Feb,23,23-Feb-2016
Theewaterskloof,2016-02-24,20.6,204529.0,42.6,69.6,2016,2,Feb,24,24-Feb-2016
Theewaterskloof,2016-02-25,20.6,204529.0,42.6,69.6,2016,2,Feb,25,25-Feb-2016
Theewaterskloof,2016-02-26,20.58,203947.0,42.5,69.1,2016,2,Feb,26,26-Feb-2016
Theewaterskloof,2016-02-27,20.53,202495.0,42.2,68.8,2016,2,Feb,27,27-Feb-2016
Theewaterskloof,2016-02-28,20.48,201052.0,41.9,68.5,2016,2,Feb,28,28-Feb-2016
Theewaterskloof,2016-02-29,20.4,198757.0,41.4,68.2,2016,2,Feb,29,29-Feb-2016
Theewaterskloof,2016-03-01,20.36,197618.0,41.2,68.2,2016,3,Mar,1,1-Mar-2016
Theewaterskloof,2016-03-02,20.32,196482.0,40.9,67.8,2016,3,Mar,2,2-Mar-2016
Theewaterskloof,2016-03-03,20.28,195352.0,40.7,67.5,2016,3,Mar,3,3-Mar-2016
Theewaterskloof,2016-03-04,20.25,194507.0,40.5,67.3,2016,3,Mar,4,4-Mar-2016
Theewaterskloof,2016-03-05,20.21,193385.0,40.3,66.9,2016,3,Mar,5,5-Mar-2016
Theewaterskloof,2016-03-06,20.17,192268.0,40.0,66.8,2016,3,Mar,6,6-Mar-2016
Theewaterskloof,2016-03-07,20.13,191155.0,39.8,66.5,2016,3,Mar,7,7-Mar-2016
Theewaterskloof,2016-03-08,20.09,190047.0,39.6,66.2,2016,3,Mar,8,8-Mar-2016
Theewaterskloof,2016-03-09,20.05,188944.0,39.3,66.0,2016,3,Mar,9,9-Mar-2016
Theewaterskloof,2016-03-10,19.97,186751.0,38.9,66.0,2016,3,Mar,10,10-Mar-2016
Theewaterskloof,2016-03-11,19.92,185389.0,38.6,65.5,2016,3,Mar,11,11-Mar-2016
Theewaterskloof,2016-03-12,19.88,184303.0,38.4,65.2,2016,3,Mar,12,12-Mar-2016
Theewaterskloof,2016-03-13,19.84,183222.0,38.2,64.8,2016,3,Mar,13,13-Mar-2016
Theewaterskloof,2016-03-14,19.77,181341.0,37.8,64.4,2016,3,Mar,14,14-Mar-2016
Theewaterskloof,2016-03-15,19.74,180539.0,37.6,64.3,2016,3,Mar,15,15-Mar-2016
Theewaterskloof,2016-03-16,19.7,179474.0,37.4,64.0,2016,3,Mar,16,16-Mar-2016
Theewaterskloof,2016-03-17,19.66,178413.0,37.2,63.7,2016,3,Mar,17,17-Mar-2016
Theewaterskloof,2016-03-18,19.62,177357.0,36.9,63.5,2016,3,Mar,18,18-Mar-2016
Theewaterskloof,2016-03-19,19.58,176305.0,36.7,63.2,2016,3,Mar,19,19-Mar-2016
Theewaterskloof,2016-03-20,19.54,175258.0,36.5,62.8,2016,3,Mar,20,20-Mar-2016
Theewaterskloof,2016-03-21,19.5,174215.0,36.3,62.5,2016,3,Mar,21,21-Mar-2016
Theewaterskloof,2016-03-22,19.44,172659.0,36.0,62.4,2016,3,Mar,22,22-Mar-2016
Theewaterskloof,2016-03-23,19.4,171627.0,35.7,62.3,2016,3,Mar,23,23-Mar-2016
Theewaterskloof,2016-03-24,19.36,170600.0,35.5,62.0,2016,3,Mar,24,24-Mar-2016
Theewaterskloof,2016-03-25,19.32,169577.0,35.3,61.8,2016,3,Mar,25,25-Mar-2016
Theewaterskloof,2016-03-26,19.28,168559.0,35.1,61.6,2016,3,Mar,26,26-Mar-2016
Theewaterskloof,2016-03-27,19.24,167545.0,34.9,61.3,2016,3,Mar,27,27-Mar-2016
Theewaterskloof,2016-03-28,19.2,166536.0,34.7,61.1,2016,3,Mar,28,28-Mar-2016
Theewaterskloof,2016-03-29,19.2,166536.0,34.7,60.8,2016,3,Mar,29,29-Mar-2016
Theewaterskloof,2016-03-30,19.17,165781.0,34.5,60.5,2016,3,Mar,30,30-Mar-2016
Theewaterskloof,2016-03-31,19.1,164031.0,34.2,60.3,2016,3,Mar,31,31-Mar-2016
Theewaterskloof,2016-04-01,19.05,162789.0,33.9,60.1,2016,4,Apr,1,1-Apr-2016
Theewaterskloof,2016-04-02,19.05,162789.0,33.9,59.8,2016,4,Apr,2,2-Apr-2016
Theewaterskloof,2016-04-03,19.05,162789.0,33.9,59.5,2016,4,Apr,3,3-Apr-2016
Theewaterskloof,2016-04-04,19.0,161554.0,33.6,59.3,2016,4,Apr,4,4-Apr-2016
Theewaterskloof,2016-04-05,18.97,160816.0,33.5,59.0,2016,4,Apr,5,5-Apr-2016
Theewaterskloof,2016-04-06,18.93,159837.0,33.3,58.7,2016,4,Apr,6,6-Apr-2016
Theewaterskloof,2016-04-07,18.89,158861.0,33.1,58.5,2016,4,Apr,7,7-Apr-2016
Theewaterskloof,2016-04-08,18.86,158133.0,32.9,58.4,2016,4,Apr,8,8-Apr-2016
Theewaterskloof,2016-04-09,18.83,157406.0,32.8,58.1,2016,4,Apr,9,9-Apr-2016
Theewaterskloof,2016-04-10,18.78,156201.0,32.5,57.8,2016,4,Apr,10,10-Apr-2016
Theewaterskloof,2016-04-11,18.74,155242.0,32.3,57.7,2016,4,Apr,11,11-Apr-2016
Theewaterskloof,2016-04-12,18.7,154287.0,32.1,57.5,2016,4,Apr,12,12-Apr-2016
Theewaterskloof,2016-04-13,18.65,153100.0,31.9,57.4,2016,4,Apr,13,13-Apr-2016
Theewaterskloof,2016-04-14,18.6,151919.0,31.6,57.2,2016,4,Apr,14,14-Apr-2016
Theewaterskloof,2016-04-15,18.56,150980.0,31.4,57.1,2016,4,Apr,15,15-Apr-2016
Theewaterskloof,2016-04-16,18.52,150044.0,31.2,57.1,2016,4,Apr,16,16-Apr-2016
Theewaterskloof,2016-04-17,18.47,148881.0,31.0,56.4,2016,4,Apr,17,17-Apr-2016
Theewaterskloof,2016-04-18,18.44,148186.0,30.9,56.4,2016,4,Apr,18,18-Apr-2016
Theewaterskloof,2016-04-19,18.4,147264.0,30.7,56.4,2016,4,Apr,19,19-Apr-2016
Theewaterskloof,2016-04-20,18.35,146116.0,30.4,55.8,2016,4,Apr,20,20-Apr-2016
Theewaterskloof,2016-04-21,18.31,145203.0,30.2,55.7,2016,4,Apr,21,21-Apr-2016
Theewaterskloof,2016-04-22,18.26,144068.0,30.0,55.5,2016,4,Apr,22,22-Apr-2016
Theewaterskloof,2016-04-23,18.6,151919.0,31.6,55.3,2016,4,Apr,23,23-Apr-2016
Theewaterskloof,2016-04-24,18.65,153100.0,31.9,55.1,2016,4,Apr,24,24-Apr-2016
Theewaterskloof,2016-04-25,18.65,153100.0,31.9,54.8,2016,4,Apr,25,25-Apr-2016
Theewaterskloof,2016-04-26,18.64,152863.0,31.8,54.6,2016,4,Apr,26,26-Apr-2016
Theewaterskloof,2016-04-27,18.63,152627.0,31.8,54.4,2016,4,Apr,27,27-Apr-2016
Theewaterskloof,2016-04-28,18.62,152391.0,31.7,54.3,2016,4,Apr,28,28-Apr-2016
Theewaterskloof,2016-04-29,18.62,152391.0,31.7,54.1,2016,4,Apr,29,29-Apr-2016
Theewaterskloof,2016-04-30,18.78,156201.0,32.5,53.8,2016,4,Apr,30,30-Apr-2016
Theewaterskloof,2016-05-01,18.83,157406.0,32.8,53.6,2016,5,May,1,1-May-2016
Theewaterskloof,2016-05-02,18.83,157406.0,32.8,53.4,2016,5,May,2,2-May-2016
Theewaterskloof,2016-05-03,18.82,157165.0,32.7,53.3,2016,5,May,3,3-May-2016
