dam_name,date,height_m,storage_ml,current_%,last year_%,year,month,monthname,dayofmonth,daymonthyear
Kleinplaats,2012-01-01,6.15,336.6,25.9,,2012,1,Jan,1,1-Jan-2012
Kleinplaats,2012-01-02,6.15,336.6,25.9,,2012,1,Jan,2,2-Jan-2012
Kleinplaats,2012-01-03,6.15,336.6,25.9,,2012,1,Jan,3,3-Jan-2012
Kleinplaats,2012-01-04,6.13,334.2,25.7,,2012,1,Jan,4,4-Jan-2012
Kleinplaats,2012-01-05,6.1,330.6,25.4,,2012,1,Jan,5,5-Jan-2012
Kleinplaats,2012-01-06,6.1,330.6,25.4,,2012,1,Jan,6,6-Jan-2012
Kleinplaats,2012-01-07,6.1,330.6,25.4,,2012,1,Jan,7,7-Jan-2012
Kleinplaats,2012-01-08,6.1,330.6,25.4,,2012,1,Jan,8,8-Jan-2012
Kleinplaats,2012-01-09,6.08,328.3,25.2,,2012,1,Jan,9,9-Jan-2012
Kleinplaats,2012-01-10,6.06,325.9,25.1,,2012,1,Jan,10,10-Jan-2012
Kleinplaats,2012-01-11,6.06,325.9,25.1,,2012,1,Jan,11,11-Jan-2012
Kleinplaats,2012-01-12,6.04,323.6,24.9,,2012,1,Jan,12,12-Jan-2012
Kleinplaats,2012-01-13,6.02,321.2,24.7,,2012,1,Jan,13,13-Jan-2012
Kleinplaats,2012-01-14,6.01,320.1,24.6,,2012,1,Jan,14,14-Jan-2012
Kleinplaats,2012-01-15,5.98,316.6,24.3,,2012,1,Jan,15,15-Jan-2012
Kleinplaats,2012-01-16,5.98,316.6,24.3,,2012,1,Jan,16,16-Jan-2012
Kleinplaats,2012-01-17,5.98,316.6,24.3,,2012,1,Jan,17,17-Jan-2012
Kleinplaats,2012-01-18,5.98,316.6,24.3,,2012,1,Jan,18,18-Jan-2012
Kleinplaats,2012-01-19,5.98,316.6,24.3,,2012,1,Jan,19,19-Jan-2012
Kleinplaats,2012-01-20,5.98,316.6,24.3,,2012,1,Jan,20,20-Jan-2012
Kleinplaats,2012-01-21,5.95,313.1,24.1,,2012,1,Jan,21,21-Jan-2012
Kleinplaats,2012-01-22,5.95,313.1,24.1,,2012,1,Jan,22,22-Jan-2012
Kleinplaats,2012-01-23,5.95,313.1,24.1,,2012,1,Jan,23,23-Jan-2012
Kleinplaats,2012-01-24,5.92,309.7,23.8,,2012,1,Jan,24,24-Jan-2012
Kleinplaats,2012-01-25,5.92,309.7,23.8,,2012,1,Jan,25,25-Jan-2012
Kleinplaats,2012-01-26,5.9,307.4,23.6,,2012,1,Jan,26,26-Jan-2012
Kleinplaats,2012-01-27,5.85,301.8,23.2,,2012,1,Jan,27,27-Jan-2012
Kleinplaats,2012-01-28,5.8,296.1,22.8,,2012,1,Jan,28,28-Jan-2012
Kleinplaats,2012-01-29,5.8,296.1,22.8,,2012,1,Jan,29,29-Jan-2012
Kleinplaats,2012-01-30,5.8,296.1,22.8,,2012,1,Jan,30,30-Jan-2012
Kleinplaats,2012-01-31,5.8,296.1,22.8,,2012,1,Jan,31,31-Jan-2012
Kleinplaats,2012-02-01,5.8,296.1,22.8,,2012,2,Feb,1,1-Feb-2012
Kleinplaats,2012-02-02,5.8,296.1,22.8,,2012,2,Feb,2,2-Feb-2012
Kleinplaats,2012-02-03,5.8,296.1,22.8,,2012,2,Feb,3,3-Feb-2012
Kleinplaats,2012-02-04,5.8,296.1,22.8,,2012,2,Feb,4,4-Feb-2012
Kleinplaats,2012-02-05,5.78,293.9,22.6,,2012,2,Feb,5,5-Feb-2012
Kleinplaats,2012-02-06,5.76,291.7,22.4,,2012,2,Feb,6,6-Feb-2012
Kleinplaats,2012-02-07,5.75,290.6,22.3,,2012,2,Feb,7,7-Feb-2012
Kleinplaats,2012-02-08,5.75,290.6,22.3,,2012,2,Feb,8,8-Feb-2012
Kleinplaats,2012-02-09,5.75,290.6,22.3,,2012,2,Feb,9,9-Feb-2012
Kleinplaats,2012-02-10,5.7,285.1,21.9,,2012,2,Feb,10,10-Feb-2012
Kleinplaats,2012-02-11,5.7,285.1,21.9,,2012,2,Feb,11,11-Feb-2012
Kleinplaats,2012-02-12,5.68,282.9,21.8,,2012,2,Feb,12,12-Feb-2012
Kleinplaats,2012-02-13,5.68,282.9,21.8,,2012,2,Feb,13,13-Feb-2012
Kleinplaats,2012-02-14,5.66,280.8,21.6,,2012,2,Feb,14,14-Feb-2012
Kleinplaats,2012-02-15,5.65,279.7,21.5,,2012,2,Feb,15,15-Feb-2012
Kleinplaats,2012-02-16,5.65,279.7,21.5,,2012,2,Feb,16,16-Feb-2012
Kleinplaats,2012-02-17,5.63,277.5,21.3,,2012,2,Feb,17,17-Feb-2012
Kleinplaats,2012-02-18,5.63,277.5,21.3,,2012,2,Feb,18,18-Feb-2012
Kleinplaats,2012-02-19,5.63,277.5,21.3,,2012,2,Feb,19,19-Feb-2012
Kleinplaats,2012-02-20,5.63,277.5,21.3,,2012,2,Feb,20,20-Feb-2012
Kleinplaats,2012-02-21,5.6,274.3,21.1,,2012,2,Feb,21,21-Feb-2012
Kleinplaats,2012-02-22,5.6,274.3,21.1,,2012,2,Feb,22,22-Feb-2012
Kleinplaats,2012-02-23,5.6,274.3,21.1,,2012,2,Feb,23,23-Feb-2012
Kleinplaats,2012-02-24,5.58,272.0,20.9,,2012,2,Feb,24,24-Feb-2012
Kleinplaats,2012-02-25,5.58,272.0,20.9,,2012,2,Feb,25,25-Feb-2012
Kleinplaats,2012-02-26,5.58,272.0,20.9,,2012,2,Feb,26,26-Feb-2012
Kleinplaats,2012-02-27,5.58,272.0,20.9,,2012,2,Feb,27,27-Feb-2012
Kleinplaats,2012-02-28,5.58,272.0,20.9,,2012,2,Feb,28,28-Feb-2012
Kleinplaats,2012-02-29,5.58,272.0,20.9,,2012,2,Feb,29,29-Feb-2012
Kleinplaats,2012-03-01,5.58,272.0,20.9,,2012,3,Mar,1,1-Mar-2012
Kleinplaats,2012-03-02,5.58,272.0,20.9,,2012,3,Mar,2,2-Mar-2012
Kleinplaats,2012-03-03,5.53,266.3,20.5,,2012,3,Mar,3,3-Mar-2012
Kleinplaats,2012-03-04,5.53,266.3,20.5,,2012,3,Mar,4,4-Mar-2012
Kleinplaats,2012-03-05,5.52,265.2,20.4,,2012,3,Mar,5,5-Mar-2012
Kleinplaats,2012-03-06,5.5,262.9,20.2,,2012,3,Mar,6,6-Mar-2012
Kleinplaats,2012-03-07,5.5,262.9,20.2,,2012,3,Mar,7,7-Mar-2012
Kleinplaats,2012-03-08,5.5,262.9,20.2,,2012,3,Mar,8,8-Mar-2012
Kleinplaats,2012-03-09,5.5,262.9,20.2,,2012,3,Mar,9,9-Mar-2012
Kleinplaats,2012-03-10,5.48,260.7,20.0,,2012,3,Mar,10,10-Mar-2012
Kleinplaats,2012-03-11,5.48,260.7,20.0,,2012,3,Mar,11,11-Mar-2012
Kleinplaats,2012-03-12,5.48,260.7,20.0,,2012,3,Mar,12,12-Mar-2012
Kleinplaats,2012-03-13,5.48,260.7,20.0,,2012,3,Mar,13,13-Mar-2012
Kleinplaats,2012-03-14,5.46,258.5,19.9,,2012,3,Mar,14,14-Mar-2012
Kleinplaats,2012-03-15,5.46,258.5,19.9,,2012,3,Mar,15,15-Mar-2012
Kleinplaats,2012-03-16,5.46,258.5,19.9,,2012,3,Mar,16,16-Mar-2012
Kleinplaats,2012-03-17,5.46,258.5,19.9,,2012,3,Mar,17,17-Mar-2012
Kleinplaats,2012-03-18,5.46,258.5,19.9,,2012,3,Mar,18,18-Mar-2012
Kleinplaats,2012-03-19,5.43,255.1,19.6,,2012,3,Mar,19,19-Mar-2012
Kleinplaats,2012-03-20,5.39,250.8,19.3,,2012,3,Mar,20,20-Mar-2012
Kleinplaats,2012-03-21,5.39,250.8,19.3,,2012,3,Mar,21,21-Mar-2012
Kleinplaats,2012-03-22,5.39,250.8,19.3,,2012,3,Mar,22,22-Mar-2012
Kleinplaats,2012-03-23,5.35,246.4,18.9,,2012,3,Mar,23,23-Mar-2012
Kleinplaats,2012-03-24,5.35,246.4,18.9,,2012,3,Mar,24,24-Mar-2012
Kleinplaats,2012-03-25,5.35,246.4,18.9,,2012,3,Mar,25,25-Mar-2012
Kleinplaats,2012-03-26,5.38,249.7,19.2,,2012,3,Mar,26,26-Mar-2012
Kleinplaats,2012-03-27,5.38,249.7,19.2,,2012,3,Mar,27,27-Mar-2012
Kleinplaats,2012-03-28,5.38,249.7,19.2,,2012,3,Mar,28,28-Mar-2012
Kleinplaats,2012-03-29,5.38,249.7,19.2,,2012,3,Mar,29,29-Mar-2012
Kleinplaats,2012-03-30,5.38,249.7,19.2,,2012,3,Mar,30,30-Mar-2012
Kleinplaats,2012-03-31,5.38,249.7,19.2,,2012,3,Mar,31,31-Mar-2012
Kleinplaats,2012-04-01,5.38,249.7,19.2,,2012,4,Apr,1,1-Apr-2012
Kleinplaats,2012-04-02,5.38,249.7,19.2,,2012,4,Apr,2,2-Apr-2012
Kleinplaats,2012-04-03,5.37,248.6,19.1,,2012,4,Apr,3,3-Apr-2012
Kleinplaats,2012-04-04,5.29,240.0,18.5,,2012,4,Apr,4,4-Apr-2012
Kleinplaats,2012-04-05,5.29,240.0,18.5,,2012,4,Apr,5,5-Apr-2012
Kleinplaats,2012-04-06,5.25,235.7,18.1,,2012,4,Apr,6,6-Apr-2012
Kleinplaats,2012-04-07,5.3,241.0,18.5,,2012,4,Apr,7,7-Apr-2012
Kleinplaats,2012-04-08,5.3,241.0,18.5,,2012,4,Apr,8,8-Apr-2012
Kleinplaats,2012-04-09,5.3,241.0,18.5,,2012,4,Apr,9,9-Apr-2012
Kleinplaats,2012-04-10,5.3,241.0,18.5,,2012,4,Apr,10,10-Apr-2012
Kleinplaats,2012-04-11,5.3,241.0,18.5,,2012,4,Apr,11,11-Apr-2012
Kleinplaats,2012-04-12,5.3,241.0,18.5,,2012,4,Apr,12,12-Apr-2012
Kleinplaats,2012-04-13,5.28,238.9,18.4,,2012,4,Apr,13,13-Apr-2012
Kleinplaats,2012-04-14,5.28,238.9,18.4,,2012,4,Apr,14,14-Apr-2012
Kleinplaats,2012-04-15,5.28,238.9,18.4,,2012,4,Apr,15,15-Apr-2012
Kleinplaats,2012-04-16,5.25,235.7,18.1,,2012,4,Apr,16,16-Apr-2012
Kleinplaats,2012-04-17,5.25,235.7,18.1,,2012,4,Apr,17,17-Apr-2012
Kleinplaats,2012-04-18,5.25,235.7,18.1,,2012,4,Apr,18,18-Apr-2012
Kleinplaats,2012-04-19,5.25,235.7,18.1,,2012,4,Apr,19,19-Apr-2012
Kleinplaats,2012-04-20,5.23,233.6,18.0,,2012,4,Apr,20,20-Apr-2012
Kleinplaats,2012-04-21,5.23,233.6,18.0,,2012,4,Apr,21,21-Apr-2012
Kleinplaats,2012-04-22,5.22,232.6,17.9,,2012,4,Apr,22,22-Apr-2012
Kleinplaats,2012-04-23,5.22,232.6,17.9,,2012,4,Apr,23,23-Apr-2012
Kleinplaats,2012-04-24,5.2,230.5,17.7,,2012,4,Apr,24,24-Apr-2012
Kleinplaats,2012-04-25,5.2,230.5,17.7,,2012,4,Apr,25,25-Apr-2012
Kleinplaats,2012-04-26,5.2,230.5,17.7,,2012,4,Apr,26,26-Apr-2012
Kleinplaats,2012-04-27,5.2,230.5,17.7,,2012,4,Apr,27,27-Apr-2012
Kleinplaats,2012-04-28,5.2,230.5,17.7,,2012,4,Apr,28,28-Apr-2012
Kleinplaats,2012-04-29,5.18,228.4,17.6,,2012,4,Apr,29,29-Apr-2012
Kleinplaats,2012-04-30,5.18,228.4,17.6,,2012,4,Apr,30,30-Apr-2012
Kleinplaats,2012-05-01,5.18,228.4,17.6,,2012,5,May,1,1-May-2012
Kleinplaats,2012-05-02,5.18,228.4,17.6,,2012,5,May,2,2-May-2012
Kleinplaats,2012-05-03,5.22,232.6,17.9,,2012,5,May,3,3-May-2012
Kleinplaats,2012-05-04,5.24,234.7,18.0,,2012,5,May,4,4-May-2012
Kleinplaats,2012-05-05,5.24,234.7,18.0,,2012,5,May,5,5-May-2012
Kleinplaats,2012-05-06,5.24,234.7,18.0,,2012,5,May,6,6-May-2012
Kleinplaats,2012-05-07,5.24,234.7,18.0,,2012,5,May,7,7-May-2012
Kleinplaats,2012-05-08,5.24,234.7,18.0,,2012,5,May,8,8-May-2012
Kleinplaats,2012-05-09,5.24,234.7,18.0,,2012,5,May,9,9-May-2012
Kleinplaats,2012-05-10,5.24,234.7,18.0,,2012,5,May,10,10-May-2012
Kleinplaats,2012-05-11,5.24,234.7,18.0,,2012,5,May,11,11-May-2012
Kleinplaats,2012-05-12,5.24,234.7,18.0,,2012,5,May,12,12-May-2012
Kleinplaats,2012-05-13,5.24,234.7,18.0,,2012,5,May,13,13-May-2012
Kleinplaats,2012-05-14,5.33,244.2,18.8,,2012,5,May,14,14-May-2012
Kleinplaats,2012-05-15,5.34,245.3,18.9,,2012,5,May,15,15-May-2012
Kleinplaats,2012-05-16,5.34,245.3,18.9,,2012,5,May,16,16-May-2012
Kleinplaats,2012-05-17,5.34,245.3,18.9,,2012,5,May,17,17-May-2012
Kleinplaats,2012-05-18,5.34,245.3,18.9,,2012,5,May,18,18-May-2012
Kleinplaats,2012-05-19,5.38,249.7,19.2,,2012,5,May,19,19-May-2012
Kleinplaats,2012-05-20,5.4,251.8,19.4,,2012,5,May,20,20-May-2012
Kleinplaats,2012-05-21,5.42,254.0,19.5,,2012,5,May,21,21-May-2012
Kleinplaats,2012-05-22,5.44,256.2,19.7,,2012,5,May,22,22-May-2012
Kleinplaats,2012-05-23,5.46,258.5,19.9,,2012,5,May,23,23-May-2012
Kleinplaats,2012-05-24,5.48,260.7,20.0,,2012,5,May,24,24-May-2012
Kleinplaats,2012-05-25,5.5,262.9,20.2,,2012,5,May,25,25-May-2012
Kleinplaats,2012-05-26,5.5,262.9,20.2,,2012,5,May,26,26-May-2012
Kleinplaats,2012-05-27,5.5,262.9,20.2,,2012,5,May,27,27-May-2012
Kleinplaats,2012-05-28,5.55,268.6,20.7,,2012,5,May,28,28-May-2012
Kleinplaats,2012-05-29,5.55,268.6,20.7,,2012,5,May,29,29-May-2012
Kleinplaats,2012-05-30,5.63,277.5,21.3,,2012,5,May,30,30-May-2012
Kleinplaats,2012-05-31,5.7,285.1,21.9,,2012,5,May,31,31-May-2012
Kleinplaats,2012-06-01,5.73,288.4,22.2,,2012,6,Jun,1,1-Jun-2012
Kleinplaats,2012-06-02,5.78,293.9,22.6,,2012,6,Jun,2,2-Jun-2012
Kleinplaats,2012-06-03,5.8,296.1,22.8,,2012,6,Jun,3,3-Jun-2012
Kleinplaats,2012-06-04,5.82,298.4,22.9,,2012,6,Jun,4,4-Jun-2012
Kleinplaats,2012-06-05,5.83,299.5,23.0,,2012,6,Jun,5,5-Jun-2012
Kleinplaats,2012-06-06,5.85,301.8,23.2,,2012,6,Jun,6,6-Jun-2012
Kleinplaats,2012-06-07,5.85,301.8,23.2,,2012,6,Jun,7,7-Jun-2012
Kleinplaats,2012-06-08,6.3,354.8,27.3,,2012,6,Jun,8,8-Jun-2012
Kleinplaats,2012-06-09,6.55,386.3,29.7,,2012,6,Jun,9,9-Jun-2012
Kleinplaats,2012-06-10,6.7,405.9,31.2,,2012,6,Jun,10,10-Jun-2012
Kleinplaats,2012-06-11,6.85,426.0,32.8,,2012,6,Jun,11,11-Jun-2012
Kleinplaats,2012-06-12,6.98,443.8,34.1,,2012,6,Jun,12,12-Jun-2012
Kleinplaats,2012-06-13,7.05,453.6,34.9,,2012,6,Jun,13,13-Jun-2012
Kleinplaats,2012-06-14,7.15,467.9,36.0,,2012,6,Jun,14,14-Jun-2012
Kleinplaats,2012-06-15,7.22,478.1,36.8,,2012,6,Jun,15,15-Jun-2012
Kleinplaats,2012-06-16,7.3,489.9,37.7,,2012,6,Jun,16,16-Jun-2012
Kleinplaats,2012-06-17,7.38,501.9,38.6,,2012,6,Jun,17,17-Jun-2012
Kleinplaats,2012-06-18,7.45,512.5,39.4,,2012,6,Jun,18,18-Jun-2012
Kleinplaats,2012-06-19,7.45,512.5,39.4,,2012,6,Jun,19,19-Jun-2012
Kleinplaats,2012-06-20,7.48,517.1,39.8,,2012,6,Jun,20,20-Jun-2012
Kleinplaats,2012-06-21,7.49,518.6,39.9,,2012,6,Jun,21,21-Jun-2012
Kleinplaats,2012-06-22,7.5,520.2,40.0,,2012,6,Jun,22,22-Jun-2012
Kleinplaats,2012-06-23,7.55,527.9,40.6,,2012,6,Jun,23,23-Jun-2012
Kleinplaats,2012-06-24,7.6,535.7,41.2,,2012,6,Jun,24,24-Jun-2012
Kleinplaats,2012-06-25,7.65,543.5,41.8,,2012,6,Jun,25,25-Jun-2012
Kleinplaats,2012-06-26,7.7,551.4,42.4,,2012,6,Jun,26,26-Jun-2012
Kleinplaats,2012-06-27,7.78,564.2,43.4,,2012,6,Jun,27,27-Jun-2012
Kleinplaats,2012-06-28,7.82,570.6,43.9,,2012,6,Jun,28,28-Jun-2012
Kleinplaats,2012-06-29,7.86,577.1,44.4,,2012,6,Jun,29,29-Jun-2012
Kleinplaats,2012-06-30,7.9,583.7,44.9,,2012,6,Jun,30,30-Jun-2012
Kleinplaats,2012-07-01,7.94,590.2,45.4,,2012,7,Jul,1,1-Jul-2012
Kleinplaats,2012-07-02,8.18,630.5,48.5,,2012,7,Jul,2,2-Jul-2012
Kleinplaats,2012-07-03,8.2,633.9,48.7,,2012,7,Jul,3,3-Jul-2012
Kleinplaats,2012-07-04,8.28,647.7,49.8,,2012,7,Jul,4,4-Jul-2012
Kleinplaats,2012-07-05,8.3,651.2,50.1,,2012,7,Jul,5,5-Jul-2012
Kleinplaats,2012-07-06,8.3,651.2,50.1,,2012,7,Jul,6,6-Jul-2012
Kleinplaats,2012-07-07,8.36,661.7,50.9,,2012,7,Jul,7,7-Jul-2012
Kleinplaats,2012-07-08,8.5,686.5,52.8,,2012,7,Jul,8,8-Jul-2012
Kleinplaats,2012-07-09,8.6,704.5,54.2,,2012,7,Jul,9,9-Jul-2012
Kleinplaats,2012-07-10,8.65,714.2,54.9,,2012,7,Jul,10,10-Jul-2012
Kleinplaats,2012-07-11,8.82,747.8,57.5,,2012,7,Jul,11,11-Jul-2012
Kleinplaats,2012-07-12,8.8,743.8,57.2,,2012,7,Jul,12,12-Jul-2012
Kleinplaats,2012-07-13,8.82,747.8,57.5,,2012,7,Jul,13,13-Jul-2012
Kleinplaats,2012-07-14,8.88,759.9,58.4,,2012,7,Jul,14,14-Jul-2012
Kleinplaats,2012-07-15,8.88,759.9,58.4,,2012,7,Jul,15,15-Jul-2012
Kleinplaats,2012-07-16,8.98,780.2,60.0,,2012,7,Jul,16,16-Jul-2012
Kleinplaats,2012-07-17,9.05,794.7,61.1,,2012,7,Jul,17,17-Jul-2012
Kleinplaats,2012-07-18,9.1,805.1,61.9,,2012,7,Jul,18,18-Jul-2012
Kleinplaats,2012-07-19,9.1,805.1,61.9,,2012,7,Jul,19,19-Jul-2012
Kleinplaats,2012-07-20,9.17,819.8,63.0,,2012,7,Jul,20,20-Jul-2012
Kleinplaats,2012-07-21,9.25,836.8,64.3,,2012,7,Jul,21,21-Jul-2012
Kleinplaats,2012-07-22,9.45,880.2,67.7,,2012,7,Jul,22,22-Jul-2012
Kleinplaats,2012-07-23,9.52,895.6,68.9,,2012,7,Jul,23,23-Jul-2012
Kleinplaats,2012-07-24,9.68,931.6,71.6,,2012,7,Jul,24,24-Jul-2012
Kleinplaats,2012-07-25,9.75,947.6,72.9,,2012,7,Jul,25,25-Jul-2012
Kleinplaats,2012-07-26,9.8,959.1,73.7,,2012,7,Jul,26,26-Jul-2012
Kleinplaats,2012-07-27,9.65,924.8,71.1,,2012,7,Jul,27,27-Jul-2012
Kleinplaats,2012-07-28,9.87,975.4,75.0,,2012,7,Jul,28,28-Jul-2012
Kleinplaats,2012-07-29,9.88,977.7,75.2,,2012,7,Jul,29,29-Jul-2012
Kleinplaats,2012-07-30,9.9,982.4,75.5,,2012,7,Jul,30,30-Jul-2012
Kleinplaats,2012-07-31,9.95,994.2,76.4,,2012,7,Jul,31,31-Jul-2012
Kleinplaats,2012-08-01,10.0,1006.0,77.3,,2012,8,Aug,1,1-Aug-2012
Kleinplaats,2012-08-02,10.0,1006.0,77.3,,2012,8,Aug,2,2-Aug-2012
Kleinplaats,2012-08-03,10.05,1017.9,78.3,,2012,8,Aug,3,3-Aug-2012
Kleinplaats,2012-08-04,10.1,1029.9,79.2,,2012,8,Aug,4,4-Aug-2012
Kleinplaats,2012-08-05,10.1,1029.9,79.2,,2012,8,Aug,5,5-Aug-2012
Kleinplaats,2012-08-06,10.12,1035.0,79.6,,2012,8,Aug,6,6-Aug-2012
Kleinplaats,2012-08-07,10.18,1050.4,80.8,,2012,8,Aug,7,7-Aug-2012
Kleinplaats,2012-08-08,10.2,1055.5,81.2,,2012,8,Aug,8,8-Aug-2012
Kleinplaats,2012-08-09,10.22,1060.7,81.6,,2012,8,Aug,9,9-Aug-2012
Kleinplaats,2012-08-10,10.24,1065.9,82.0,,2012,8,Aug,10,10-Aug-2012
Kleinplaats,2012-08-11,10.5,1134.7,87.2,,2012,8,Aug,11,11-Aug-2012
Kleinplaats,2012-08-12,10.55,1148.3,88.3,,2012,8,Aug,12,12-Aug-2012
Kleinplaats,2012-08-13,10.6,1161.9,89.3,,2012,8,Aug,13,13-Aug-2012
Kleinplaats,2012-08-14,10.65,1175.6,90.4,,2012,8,Aug,14,14-Aug-2012
Kleinplaats,2012-08-15,10.75,1203.4,92.5,,2012,8,Aug,15,15-Aug-2012
Kleinplaats,2012-08-16,10.8,1217.4,93.6,,2012,8,Aug,16,16-Aug-2012
Kleinplaats,2012-08-17,10.9,1245.7,95.8,,2012,8,Aug,17,17-Aug-2012
Kleinplaats,2012-08-18,10.95,1260.0,96.9,,2012,8,Aug,18,18-Aug-2012
Kleinplaats,2012-08-19,11.0,1274.5,98.0,,2012,8,Aug,19,19-Aug-2012
Kleinplaats,2012-08-20,11.08,1297.7,99.8,,2012,8,Aug,20,20-Aug-2012
Kleinplaats,2012-08-21,11.09,1300.6,100.0,,2012,8,Aug,21,21-Aug-2012
Kleinplaats,2012-08-22,11.1,1303.6,100.2,,2012,8,Aug,22,22-Aug-2012
Kleinplaats,2012-08-23,11.1,1303.6,100.2,,2012,8,Aug,23,23-Aug-2012
Kleinplaats,2012-08-24,11.09,1300.6,100.0,,2012,8,Aug,24,24-Aug-2012
Kleinplaats,2012-08-25,11.09,1300.6,100.0,,2012,8,Aug,25,25-Aug-2012
Kleinplaats,2012-08-26,11.09,1300.6,100.0,,2012,8,Aug,26,26-Aug-2012
Kleinplaats,2012-08-27,11.09,1300.6,100.0,,2012,8,Aug,27,27-Aug-2012
Kleinplaats,2012-08-28,11.09,1300.6,100.0,,2012,8,Aug,28,28-Aug-2012
Kleinplaats,2012-08-29,11.09,1300.6,100.0,,2012,8,Aug,29,29-Aug-2012
Kleinplaats,2012-08-30,11.09,1300.6,100.0,,2012,8,Aug,30,30-Aug-2012
Kleinplaats,2012-08-31,11.09,1300.6,100.0,,2012,8,Aug,31,31-Aug-2012
Kleinplaats,2012-09-01,11.09,1300.6,100.0,,2012,9,Sep,1,1-Sep-2012
Kleinplaats,2012-09-02,11.09,1300.6,100.0,,2012,9,Sep,2,2-Sep-2012
Kleinplaats,2012-09-03,11.09,1300.6,100.0,,2012,9,Sep,3,3-Sep-2012
Kleinplaats,2012-09-04,11.09,1300.6,100.0,,2012,9,Sep,4,4-Sep-2012
Kleinplaats,2012-09-05,11.09,1300.6,100.0,,2012,9,Sep,5,5-Sep-2012
Kleinplaats,2012-09-06,11.09,1300.6,100.0,,2012,9,Sep,6,6-Sep-2012
Kleinplaats,2012-09-07,11.09,1300.6,100.0,,2012,9,Sep,7,7-Sep-2012
Kleinplaats,2012-09-08,11.09,1300.6,100.0,,2012,9,Sep,8,8-Sep-2012
Kleinplaats,2012-09-09,11.09,1300.6,100.0,,2012,9,Sep,9,9-Sep-2012
Kleinplaats,2012-09-10,11.09,1300.6,100.0,,2012,9,Sep,10,10-Sep-2012
Kleinplaats,2012-09-11,11.09,1300.6,100.0,,2012,9,Sep,11,11-Sep-2012
Kleinplaats,2012-09-12,11.09,1300.6,100.0,,2012,9,Sep,12,12-Sep-2012
Kleinplaats,2012-09-13,11.05,1289.0,99.1,,2012,9,Sep,13,13-Sep-2012
Kleinplaats,2012-09-14,11.09,1300.6,100.0,,2012,9,Sep,14,14-Sep-2012
Kleinplaats,2012-09-15,11.05,1289.0,99.1,,2012,9,Sep,15,15-Sep-2012
Kleinplaats,2012-09-16,11.05,1289.0,99.1,,2012,9,Sep,16,16-Sep-2012
Kleinplaats,2012-09-17,11.05,1289.0,99.1,,2012,9,Sep,17,17-Sep-2012
Kleinplaats,2012-09-18,11.05,1289.0,99.1,,2012,9,Sep,18,18-Sep-2012
Kleinplaats,2012-09-19,11.0,1274.5,98.0,,2012,9,Sep,19,19-Sep-2012
Kleinplaats,2012-09-20,11.0,1274.5,98.0,,2012,9,Sep,20,20-Sep-2012
Kleinplaats,2012-09-21,11.05,1289.0,99.1,,2012,9,Sep,21,21-Sep-2012
Kleinplaats,2012-09-22,11.09,1300.6,100.0,,2012,9,Sep,22,22-Sep-2012
Kleinplaats,2012-09-23,11.05,1289.0,99.1,,2012,9,Sep,23,23-Sep-2012
Kleinplaats,2012-09-24,11.05,1289.0,99.1,,2012,9,Sep,24,24-Sep-2012
Kleinplaats,2012-09-25,11.05,1289.0,99.1,,2012,9,Sep,25,25-Sep-2012
Kleinplaats,2012-09-26,11.15,1318.3,101.4,,2012,9,Sep,26,26-Sep-2012
Kleinplaats,2012-09-27,11.09,1300.6,100.0,,2012,9,Sep,27,27-Sep-2012
Kleinplaats,2012-09-28,11.09,1300.6,100.0,,2012,9,Sep,28,28-Sep-2012
Kleinplaats,2012-09-29,11.09,1300.6,100.0,,2012,9,Sep,29,29-Sep-2012
Kleinplaats,2012-09-30,11.09,1300.6,100.0,,2012,9,Sep,30,30-Sep-2012
Kleinplaats,2012-10-01,11.09,1300.6,100.0,,2012,10,Oct,1,1-Oct-2012
Kleinplaats,2012-10-02,11.09,1300.6,100.0,,2012,10,Oct,2,2-Oct-2012
Kleinplaats,2012-10-03,11.09,1300.6,100.0,,2012,10,Oct,3,3-Oct-2012
Kleinplaats,2012-10-04,11.09,1300.6,100.0,,2012,10,Oct,4,4-Oct-2012
Kleinplaats,2012-10-05,11.09,1300.6,100.0,,2012,10,Oct,5,5-Oct-2012
Kleinplaats,2012-10-06,11.09,1300.6,100.0,,2012,10,Oct,6,6-Oct-2012
Kleinplaats,2012-10-07,11.09,1300.6,100.0,,2012,10,Oct,7,7-Oct-2012
Kleinplaats,2012-10-08,11.09,1300.6,100.0,,2012,10,Oct,8,8-Oct-2012
Kleinplaats,2012-10-09,11.09,1300.6,100.0,,2012,10,Oct,9,9-Oct-2012
Kleinplaats,2012-10-10,11.09,1300.6,100.0,,2012,10,Oct,10,10-Oct-2012
Kleinplaats,2012-10-11,11.09,1300.6,100.0,,2012,10,Oct,11,11-Oct-2012
Kleinplaats,2012-10-12,11.09,1300.6,100.0,,2012,10,Oct,12,12-Oct-2012
Kleinplaats,2012-10-13,11.1,1303.6,100.2,,2012,10,Oct,13,13-Oct-2012
Kleinplaats,2012-10-14,11.1,1303.6,100.2,,2012,10,Oct,14,14-Oct-2012
Kleinplaats,2012-10-15,11.1,1303.6,100.2,,2012,10,Oct,15,15-Oct-2012
Kleinplaats,2012-10-16,11.1,1303.6,100.2,,2012,10,Oct,16,16-Oct-2012
Kleinplaats,2012-10-17,11.09,1300.6,100.0,,2012,10,Oct,17,17-Oct-2012
